Event_0,5739,5739,113643,101812,5739,101913,5353360,nvlink_total_data_received1704234123680922,23807,

1704234123704752
646
724
806
888
988
1064
1139
1220
1303
1384
1461
1537
1612
1690
1767
1847
1928
2010
2085
2167
2243
2324
2405
2487
2568
2645
2722
2803
2885
2961
3043
3124
3206
3288
3369
3451
3527
3602
3678
3753
3833
3908
3983
4059
4134
4210
4285
4369
4444
4519
4594
4670
4746
4821
4899
4974
5050
5125
5200
5275
5351
5426
5501
5576
5651
5727
5803
5879
5954
6029
6105
6181
6256
6332
6407
6482
6557
6632
6708
6783
6858
6934
7011
7087
7163
7239
7314
7389
7464
7539
7614
7690
7765
7840
7915
7991
8066
8141
8216
8291
8367
8442
8518
8610
8686
8762
8840
8916
8992
9069
9145
9231
9306
9381
9456
9531
9607
9682
9757
9836
9911
9986
10062
10137
10213
10288
10363
10438
10513
10588
10664
10739
10815
10890
10965
11040
11117
11192
11267
11342
11417
11492
11567
11642
11718
11793
11869
11944
12019
12094
12170
12245
12321
12396
12461
12536
12611
12686
12762
12839
12915
12990
13065
13140
13216
13291
13367
13443
13518
13593
13668
13744
13819
13894
13969
14044
14119
14194
14269
14344
14420
14495
14570
14646
14721
14796
14871
14947
15022
15097
15172
15247
15324
15399
15474
15549
15624
15700
15775
15851
15927
16002
16078
16153
16228
16303
16397
16473
16548
16624
16699
16774
16849
16925
17000
17075
17150
17225
17301
17376
17452
17527
17602
17678
17752
17831
17906
17981
18073
18150
18225
18311
18387
18462
18538
18613
18689
18764
18839
18914
18989
19064
19140
19216
19291
19366
19441
19517
19592
19668
19743
19818
19893
19970
20045
20120
20195
20270
20346
20421
20461
20536
20611
20687
20763
20839
20915
20992
21067
21142
21217
21293
21368
21443
21518
21593
21669
21744
21820
21895
21970
22046
22121
22197
22272
22347
22423
22498
22573
22648
22724
22799
22874
22950
23025
23100
23176
23251
23326
23402
23477
23552
23627
23702
23778
23853
23928
24003
24078
24153
24229
24304
24380
24460
24535
24610
24685
24761
24838
24914
24990
25065
25141
25216
25291
25367
25442
25517
25592
25667
25742
25818
25894
25969
26045
26121
26196
26271
26347
26422
26497
26572
26647
26722
26798
26874
26950
27026
27103
27180
27255
27331
27408
27484
27559
27634
27709
27784
27859
27935
28010
28086
28161
28237
28313
28389
28461
28536
28612
28687
28762
28840
28915
28990
29065
29140
29216
29290
29366
29441
29516
29591
29666
29741
29817
29892
29968
30043
30118
30194
30270
30345
30420
30495
30571
30646
30721
30796
30872
30948
31023
31099
31175
31250
31325
31401
31476
31551
31629
31704
31779
31854
31930
32005
32080
32155
32232
32308
32384
32461
32537
32612
32687
32762
32839
32914
32990
33065
33140
33215
33291
33366
33442
33518
33593
33668
33743
33818
33910
33986
34063
34139
34215
34291
34367
34444
34520
34596
34681
34757
34834
34909
34984
35059
35134
35209
35285
35360
35435
35511
35586
35661
35736
35811
35887
35963
36038
36113
36188
36263
36338
36413
36462
36537
36612
36687
36763
36839
36915
36990
37065
37140
37215
37291
37366
37441
37516
37591
37667
37742
37817
37894
37969
38044
38120
38195
38270
38345
38422
38497
38572
38647
38722
38797
38873
38948
39023
39099
39174
39249
39324
39400
39475
39550
39626
39701
39776
39852
39927
40003
40078
40153
40229
40304
40379
40459
40534
40609
40685
40760
40842
40918
40994
41069
41144
41219
41295
41370
41446
41521
41596
41672
41747
41822
41901
41977
42052
42127
42202
42277
42353
42428
42503
42578
42653
42729
42804
42879
42956
43031
43106
43181
43256
43331
43407
43483
43558
43634
43709
43784
43860
43936
44011
44086
44161
44236
44311
44404
44478
44554
44630
44707
44783
44859
44936
45012
45089
45165
45241
45316
45393
45470
45545
45622
45709
45784
45859
45935
46010
46086
46161
46236
46311
46386
46461
46536
46612
46687
46762
46839
46923
46998
47073
47150
47226
47302
47378
47454
47529
47605
47680
47755
47834
47909
47984
48060
48135
48210
48285
48361
48436
48461
48536
48611
48686
48762
48839
48914
48989
49065
49140
49216
49291
49367
49442
49517
49592
49667
49742
49817
49893
49968
50044
50119
50195
50271
50347
50422
50497
50572
50647
50722
50797
50872
50948
51024
51099
51175
51250
51326
51419
51495
51571
51646
51722
51809
51884
51959
52034
52111
52186
52261
52336
52412
52462
52537
52612
52688
52763
52840
52931
53008
53084
53161
53237
53313
53389
53465
53542
53619
53695
53771
53848
53934
54009
54084
54160
54236
54311
54386
54461
54536
54612
54687
54762
54839
54914
54990
55065
55140
55215
55291
55366
55442
55517
55592
55668
55744
55819
55894
55970
56046
56121
56196
56271
56347
56422
56461
56536
56611
56687
56762
56839
56914
56989
57065
57140
57215
57291
57366
57441
57517
57592
57667
57742
57817
57893
57968
58043
58118
58193
58269
58344
58419
58496
58572
58647
58722
58797
58873
58948
59024
59099
59175
59250
59325
59401
59476
59551
59626
59701
59776
59851
59926
60001
60076
60152
60227
60302
60378
60459
60534
60610
60685
60761
60839
60914
60989
61065
61140
61215
61291
61366
61441
61516
61592
61667
61742
61818
61893
61969
62045
62120
62195
62270
62345
62420
62495
62570
62645
62720
62795
62871
62947
63022
63097
63172
63248
63323
63398
63474
63549
63625
63700
63775
63851
63926
64001
64077
64152
64227
64302
64377
64458
64533
64609
64685
64760
64837
64913
64988
65064
65140
65215
65290
65366
65441
65516
65592
65668
65743
65818
65894
65970
66046
66121
66197
66272
66347
66422
66497
66572
66647
66723
66798
66873
66949
67024
67100
67176
67252
67329
67405
67480
67555
67630
67705
67780
67856
67931
68007
68082
68158
68233
68309
68384
68461
68537
68612
68687
68763
68839
68914
69006
69100
69178
69256
69333
69410
69487
69578
69656
69733
69810
69887
69964
70041
70118
70207
70301
70389
70465
70541
70617
70693
70769
70845
70921
70997
71073
71150
71226
71302
71379
71454
71530
71607
71683
71759
71838
71915
71991
72067
72143
72219
72295
72388
72463
72539
72617
72694
72771
72848
72926
73003
73080
73157
73234
73311
73388
73466
73554
73630
73706
73783
73859
73935
74011
74088
74164
74240
74316
74402
74477
74553
74628
74703
74778
74853
74929
75004
75079
75154
75229
75305
75380
75455
75530
75606
75681
75756
75834
75909
75985
76077
76154
76231
76307
76394
76461
1704234123781216
Event_0,9,9,12834,12794,9,12786,615056,nvlink_total_data_received1704234123781323,800,

