4000,1703750211914650,47
4000,1703750211914732,22
4000,1703750211914755,19
4000,1703750211914775,18
4000,1703750211914793,18
4000,1703750211914812,18
4000,1703750211914830,19
4000,1703750211914849,18
4000,1703750211914868,18
4000,1703750211914887,18
4000,1703750211914906,18
4000,1703750211914924,20
4000,1703750211914944,18
4000,1703750211914963,18
4000,1703750211914981,89
4000,1703750211915071,19
4000,1703750211915091,18
4000,1703750211915109,18
4000,1703750211915128,18
4000,1703750211915146,19
4000,1703750211915165,18
4000,1703750211915183,18
4000,1703750211915202,18
4000,1703750211915220,18
4000,1703750211915239,18
4000,1703750211915257,18
4000,1703750211915276,18
4000,1703750211915294,18
4000,1703750211915312,19
4000,1703750211915331,18
4000,1703750211915349,18
4000,1703750211915368,18
4000,1703750211915386,18
4000,1703750211915404,19
4000,1703750211915423,18
4000,1703750211915441,18
4000,1703750211915460,36
4000,1703750211915498,22
4000,1703750211915521,18
4000,1703750211915540,18
4000,1703750211915558,19
4000,1703750211915577,18
4000,1703750211915596,18
4000,1703750211915615,18
4000,1703750211915633,18
4000,1703750211915652,19
4000,1703750211915672,18
4000,1703750211915690,18
4000,1703750211915709,18
4000,1703750211915727,18
4000,1703750211915746,26
4000,1703750211915773,19
4000,1703750211915793,18
4000,1703750211915812,18
4000,1703750211915830,18
4000,1703750211915848,18
4000,1703750211915867,18
4000,1703750211915886,18
4000,1703750211915905,18
4000,1703750211915923,18
4000,1703750211915942,18
4000,1703750211915960,18
4000,1703750211915979,18
4000,1703750211915998,18
4000,1703750211916016,18
4000,1703750211916034,19
4000,1703750211916053,18
4000,1703750211916072,18
4000,1703750211916090,18
4000,1703750211916109,17
4000,1703750211916127,18
4000,1703750211916145,19
4000,1703750211916164,18
4000,1703750211916183,18
4000,1703750211916201,18
4000,1703750211916220,17
4000,1703750211916238,18
4000,1703750211916257,18
4000,1703750211916275,18
4000,1703750211916294,18
4000,1703750211916312,19
4000,1703750211916331,18
4000,1703750211916350,18
4000,1703750211916368,18
4000,1703750211916387,18
4000,1703750211916405,18
4000,1703750211916424,18
4000,1703750211916442,18
4000,1703750211916460,18
4000,1703750211916479,18
4000,1703750211916497,18
4000,1703750211916516,18
4000,1703750211916535,17
4000,1703750211916553,18
4000,1703750211916571,19
4000,1703750211916590,18
4000,1703750211916609,18
