==49627== NVPROF is profiling process 49627, command: ./nvlink_re 0 1 435
==49627== Profiling application: ./nvlink_re 0 1 435
==49627== Profiling result:
==49627== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,815,1074,256,806"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,875,1176,192,891"
