==78034== NVPROF is profiling process 78034, command: ./nvlink_re 0 1 755
==78034== Profiling application: ./nvlink_re 0 1 755
==78034== Profiling result:
==78034== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1389,1375,256,1406"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1523,1570,192,1528"
