==86039== NVPROF is profiling process 86039, command: ./nvlink_re 0 1 848
==86039== Profiling application: ./nvlink_re 0 1 848
==86039== Profiling result:
==86039== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1325,1555,256,1431"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1567,1898,192,1662"
