==94090== NVPROF is profiling process 94090, command: ./nvlink_re 0 1 936
==94090== Profiling application: ./nvlink_re 0 1 936
==94090== Profiling result:
==94090== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1331,1820,256,1540"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1550,2125,192,1906"
