==58712== NVPROF is profiling process 58712, command: ./nvlink_re 0 1 536
==58712== Profiling application: ./nvlink_re 0 1 536
==58712== Profiling result:
==58712== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,826,1185,256,1119"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,884,1371,192,1230"
