==50121== NVPROF is profiling process 50121, command: ./nvlink_re 0 1 441
==50121== Profiling application: ./nvlink_re 0 1 441
==50121== Profiling result:
==50121== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,818,1111,256,805"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,874,1206,192,890"
