==70905== NVPROF is profiling process 70905, command: ./nvlink_re 0 1 674
==70905== Profiling application: ./nvlink_re 0 1 674
==70905== Profiling result:
==70905== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1060,1346,256,1279"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1242,1571,192,1458"
