==83745== NVPROF is profiling process 83745, command: ./nvlink_re 0 1 820
==83745== Profiling application: ./nvlink_re 0 1 820
==83745== Profiling result:
==83745== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1335,1554,256,1325"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1529,1839,192,1498"
