==57976== NVPROF is profiling process 57976, command: ./nvlink_re 0 1 532
==57976== Profiling application: ./nvlink_re 0 1 532
==57976== Profiling result:
==57976== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,772,1176,256,1118"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,885,1372,192,1229"
