==78108== NVPROF is profiling process 78108, command: ./nvlink_re 0 1 756
==78108== Profiling application: ./nvlink_re 0 1 756
==78108== Profiling result:
==78108== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1357,1371,256,1388"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1543,1546,192,1562"
