==50690== NVPROF is profiling process 50690, command: ./nvlink_re 0 1 448
==50690== Profiling application: ./nvlink_re 0 1 448
==50690== Profiling result:
==50690== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,811,1058,256,823"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,881,1224,192,890"
