==57641== NVPROF is profiling process 57641, command: ./nvlink_re 0 1 528
==57641== Profiling application: ./nvlink_re 0 1 528
==57641== Profiling result:
==57641== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,774,1145,256,1119"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,885,1341,192,1230"
