==39579== NVPROF is profiling process 39579, command: ./nvlink_re 0 1 322
==39579== Profiling application: ./nvlink_re 0 1 322
==39579== Profiling result:
==39579== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,801,832,256,624"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,879,877,192,608"
