==56895== NVPROF is profiling process 56895, command: ./nvlink_re 0 1 519
==56895== Profiling application: ./nvlink_re 0 1 519
==56895== Profiling result:
==56895== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,773,1126,256,1119"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,887,1308,192,1229"
