==89405== NVPROF is profiling process 89405, command: ./nvlink_re 0 1 884
==89405== Profiling application: ./nvlink_re 0 1 884
==89405== Profiling result:
==89405== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_transmitted (6 instances)","NVLink Total Data Transmitted",,,"256,256,1372,1557,256,1598"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_total_data_received (6 instances)","NVLink Total Data Received",,,"192,192,1566,1894,192,1885"
