Event_0,7651,7951,3,3,7651,3,372192,nvlink_total_data_received1706640664575544,14698,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664590368,729,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664591172,717,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664591962,678,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664592709,695,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664593475,676,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664594219,680,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664594967,701,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664595738,685,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664596485,679,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664597226,673,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664597967,800,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664598891,1014,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664599969,683,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664600721,712,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664601506,705,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664602283,692,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664603036,687,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664603791,681,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664604540,669,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664605270,689,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664606021,671,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664606761,670,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664607499,707,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664608268,685,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664609021,703,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664609792,676,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664610530,681,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664611272,706,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664612047,685,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664612800,674,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664613535,673,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664614276,679,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664615022,726,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664615821,707,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664616594,678,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664617338,685,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664618091,697,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664618854,758,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664619680,701,
Event_0,12,332,0,0,12,0,5696,nvlink_total_data_received1706640664620451,672,
