==176335== NVPROF is profiling process 176335, command: ./nvlink_re 0 1 663
==176335== Profiling application: ./nvlink_re 0 1 663
==176335== Profiling result:
==176335== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"115.235332MB/s,115.235332MB/s,475.346304MB/s,608.489546MB/s,115.235332MB/s,536.910042MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"86.426455MB/s,86.426455MB/s,543.147057MB/s,693.882672MB/s,86.426455MB/s,603.603677MB/s"
