==142419== NVPROF is profiling process 142419, command: ./nvlink_re 0 1 270
==142419== Profiling application: ./nvlink_re 0 1 270
==142419== Profiling result:
==142419== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"115.166331MB/s,115.166331MB/s,291.611219MB/s,374.290979MB/s,115.166331MB/s,244.728655MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"86.374703MB/s,86.374703MB/s,282.699273MB/s,395.281763MB/s,86.374703MB/s,243.149530MB/s"
