==165311== NVPROF is profiling process 165311, command: ./nvlink_re 0 1 536
==165311== Profiling application: ./nvlink_re 0 1 536
==165311== Profiling result:
==165311== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"111.065451MB/s,111.065451MB/s,350.764758MB/s,512.111565MB/s,111.065451MB/s,469.397914MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"83.299043MB/s,83.299043MB/s,382.984376MB/s,588.335991MB/s,83.299043MB/s,525.975515MB/s"
