==202471== NVPROF is profiling process 202471, command: ./nvlink_re 0 1 968
==202471== Profiling application: ./nvlink_re 0 1 968
==202471== Profiling result:
==202471== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"113.013648MB/s,113.013648MB/s,617.423000MB/s,811.921268MB/s,113.013648MB/s,682.462649MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"84.760193MB/s,84.760193MB/s,718.288149MB/s,968.219500MB/s,84.760193MB/s,836.302562MB/s"
