==169113== NVPROF is profiling process 169113, command: ./nvlink_re 0 1 578
==169113== Profiling application: ./nvlink_re 0 1 578
==169113== Profiling result:
==169113== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"108.845708MB/s,108.845708MB/s,380.404488MB/s,560.145819MB/s,108.845708MB/s,460.284009MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"81.634237MB/s,81.634237MB/s,402.538447MB/s,652.818437MB/s,81.634237MB/s,517.730844MB/s"
