==177868== NVPROF is profiling process 177868, command: ./nvlink_re 0 1 682
==177868== Profiling application: ./nvlink_re 0 1 682
==177868== Profiling result:
==177868== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"114.847703MB/s,114.847703MB/s,486.007648MB/s,598.596346MB/s,114.847703MB/s,575.804689MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"86.135732MB/s,86.135732MB/s,542.220237MB/s,692.468906MB/s,86.135732MB/s,650.283301MB/s"
