==176659== NVPROF is profiling process 176659, command: ./nvlink_re 0 1 667
==176659== Profiling application: ./nvlink_re 0 1 667
==176659== Profiling result:
==176659== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"113.100839MB/s,113.100839MB/s,470.802546MB/s,597.367328MB/s,113.100839MB/s,530.217555MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"84.825583MB/s,84.825583MB/s,532.855172MB/s,681.385333MB/s,84.825583MB/s,607.060122MB/s"
