==129991== NVPROF is profiling process 129991, command: ./nvlink_re 0 1 125
==129991== Profiling application: ./nvlink_re 0 1 125
==129991== Profiling result:
==129991== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"109.664520MB/s,109.664520MB/s,109.664520MB/s,233.037311MB/s,109.664520MB/s,233.037311MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"82.248346MB/s,82.248346MB/s,82.248346MB/s,231.589270MB/s,82.248346MB/s,231.183824MB/s"
