==188280== NVPROF is profiling process 188280, command: ./nvlink_re 0 1 804
==188280== Profiling application: ./nvlink_re 0 1 804
==188280== Profiling result:
==188280== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"112.338367MB/s,112.338367MB/s,586.462233MB/s,672.150321MB/s,112.338367MB/s,578.336090MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"84.253731MB/s,84.253731MB/s,654.417983MB/s,784.505057MB/s,84.253731MB/s,668.284906MB/s"
