==159035== NVPROF is profiling process 159035, command: ./nvlink_re 0 1 464
==159035== Profiling application: ./nvlink_re 0 1 464
==159035== Profiling result:
==159035== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"111.819947MB/s,111.819947MB/s,357.752121MB/s,485.752082MB/s,111.819947MB/s,391.045666MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"83.864915MB/s,83.864915MB/s,381.025146MB/s,529.190536MB/s,83.864915MB/s,436.077245MB/s"
