==160254== NVPROF is profiling process 160254, command: ./nvlink_re 0 1 479
==160254== Profiling application: ./nvlink_re 0 1 479
==160254== Profiling result:
==160254== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_transmit_throughput (6 instances)","NVLink Transmit Throughput",,,"110.254142MB/s,110.254142MB/s,352.681218MB/s,479.169259MB/s,110.254142MB/s,395.204254MB/s"
"Tesla V100-SXM2-16GB (0)","test_nvlink(int*, int*, int)",100,"nvlink_receive_throughput (6 instances)","NVLink Receive Throughput",,,"82.690562MB/s,82.690562MB/s,375.729025MB/s,517.623970MB/s,82.690562MB/s,453.382071MB/s"
