0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,15,336089
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62078
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8109
